item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Sigma Phi Epsilon Sterling Silver Square Ring with Founding Year 1901 (10.0),Size 10. A unique and modern Sigma Phi Epsilon sterling silver ring with engraved Greek letters and founding year 1901. Coated with rhodium for a smooth and lasting shine. Designed and created exclusively by our company. Comes in a nice ring box.,0304NK45XO6,R-002-SigmaPhiEpsilon-10,69,2,2013-03-03 16:37:15 PST,,y,1,,,11,,,,B00BOD8S74,,,1,,,B00BOD8S74,,,0,DEFAULT
Sigma Phi Epsilon Sterling Silver Square Ring with Founding Year 1901 (11.0),Size 11. A unique and modern Sigma Phi Epsilon sterling silver ring with engraved Greek letters and founding year 1901. Coated with rhodium for a smooth and lasting shine. Designed and created exclusively by our company. Comes in a nice ring box.,0304NK461F6,R-002-SigmaPhiEpsilon-11,69,3,2013-03-03 16:37:18 PST,,y,1,,,11,,,,B00BOD8SJM,,,1,,,B00BOD8SJM,,,0,DEFAULT
Zeta Tau Alpha Sterling Silver Square Ring with Founding Year 1898 (5.0),Size 5. A unique and modern Zeta Tau Alpha sterling silver ring with engraved Greek letters and founding year 1898. Coated with rhodium for a smooth and lasting shine. Designed and created exclusively by our company. Comes in a nice ring box.,0304NK4AEZO,R-002-ZetaTauAlpha-05,69,2,2013-03-03 16:38:27 PST,,y,1,,,11,,,,B00BOD93K0,,,1,,,B00BOD93K0,,,0,DEFAULT
Zeta Tau Alpha Sterling Silver Square Ring with Founding Year 1898 (6.0),Size 6. A unique and modern Zeta Tau Alpha sterling silver ring with engraved Greek letters and founding year 1898. Coated with rhodium for a smooth and lasting shine. Designed and created exclusively by our company. Comes in a nice ring box.,0304NK4AHNI,R-002-ZetaTauAlpha-06,69,1,2013-03-03 16:38:28 PST,,y,1,,,11,,,,B00BOD93S2,,,1,,,B00BOD93S2,,,0,DEFAULT
Zeta Tau Alpha Sterling Silver Square Ring with Founding Year 1898 (7.0),Size 7. A unique and modern Zeta Tau Alpha sterling silver ring with engraved Greek letters and founding year 1898. Coated with rhodium for a smooth and lasting shine. Designed and created exclusively by our company. Comes in a nice ring box.,0304NK4ALM0,R-002-ZetaTauAlpha-07,69,2,2013-03-03 16:38:29 PST,,y,1,,,11,,,,B00BOD93YG,,,1,,,B00BOD93YG,,,0,DEFAULT
Alpha Chi Omega Sterling Silver Ring w/ Black Enamel 5.0,"Beautiful Alpha Chi Omega sterling silver ring with AXO Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0825MUWLXVI,R-003-AlphaChiOmega-05,28,8,2012-08-24 17:18:55 PDT,,y,1,,,11,,,,B0091Y782E,,,1,,,B0091Y782E,,,0,DEFAULT
Alpha Chi Omega Sterling Silver Ring w/ Black Enamel 6.0,"Beautiful Alpha Chi Omega sterling silver ring with AXO Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0825MUWLYPI,R-003-AlphaChiOmega-06,28,7,2012-08-24 17:18:57 PDT,,y,1,,,11,,,,B0091Y78HE,,,1,,,B0091Y78HE,,,0,DEFAULT
Alpha Chi Omega Sterling Silver Ring w/ Black Enamel 7.0,"Beautiful Alpha Chi Omega sterling silver ring with AXO Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0825MUWLZKC,R-003-AlphaChiOmega-07,28,4,2012-08-24 17:18:58 PDT,,y,1,,,11,,,,B0091Y78TM,,,1,,,B0091Y78TM,,,0,DEFAULT
Alpha Chi Omega Sterling Silver Ring w/ Black Enamel 8.0,"Beautiful Alpha Chi Omega sterling silver ring with AXO Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0825MUWM03I,R-003-AlphaChiOmega-08,28,7,2012-08-24 17:19:00 PDT,,y,1,,,11,,,,B0091Y7914,,,1,,,B0091Y7914,,,0,DEFAULT
Alpha Delta Pi Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Delta Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP41SC,R-003-AlphaDeltaPi-05,28,4,2015-04-24 19:31:48 PDT,,y,1,,,11,,,,B00WNSWMQC,,,1,,,B00WNSWMQC,,,0,DEFAULT
Alpha Delta Pi Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Delta Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP451U,R-003-AlphaDeltaPi-06,28,3,2015-04-24 19:31:51 PDT,,y,1,,,11,,,,B00WNSWNYS,,,1,,,B00WNSWNYS,,,0,DEFAULT
Alpha Delta Pi Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Delta Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP492U,R-003-AlphaDeltaPi-07,28,8,2015-04-24 19:31:53 PDT,,y,1,,,11,,,,B00WNSWP6E,,,1,,,B00WNSWP6E,,,0,DEFAULT
Alpha Delta Pi Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Delta Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4CUO,R-003-AlphaDeltaPi-08,28,8,2015-04-24 19:31:55 PDT,,y,1,,,11,,,,B00WNSWQ9U,,,1,,,B00WNSWQ9U,,,0,DEFAULT
Alpha Delta Pi Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Delta Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4FRO,R-003-AlphaDeltaPi-09,28,2,2015-04-24 19:31:57 PDT,,y,1,,,11,,,,B00WNSWRSK,,,1,,,B00WNSWRSK,,,0,DEFAULT
Alpha Gamma Delta Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Gamma Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4M90,R-003-AlphaGammaDelta-05,28,4,2015-04-24 19:32:01 PDT,,y,1,,,11,,,,B00WNSWTTC,,,1,,,B00WNSWTTC,,,0,DEFAULT
Alpha Gamma Delta Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Gamma Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4Q0U,R-003-AlphaGammaDelta-06,28,2,2015-04-24 19:32:02 PDT,,y,1,,,11,,,,B00WNSWUSM,,,1,,,B00WNSWUSM,,,0,DEFAULT
Alpha Gamma Delta Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Gamma Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4SDU,R-003-AlphaGammaDelta-07,28,10,2015-04-24 19:32:04 PDT,,y,1,,,11,,,,B00WNSWVUE,,,1,,,B00WNSWVUE,,,0,DEFAULT
Alpha Gamma Delta Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Gamma Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4W40,R-003-AlphaGammaDelta-08,28,10,2015-04-24 19:32:06 PDT,,y,1,,,11,,,,B00WNSWX16,,,1,,,B00WNSWX16,,,0,DEFAULT
Alpha Gamma Delta Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Gamma Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP4ZZ6,R-003-AlphaGammaDelta-09,28,3,2015-04-24 19:32:08 PDT,,y,1,,,11,,,,B00WNSWY7Y,,,1,,,B00WNSWY7Y,,,0,DEFAULT
Alpha Kappa Psi Sterling Silver Skinny Band Ring Size 5,"Beautiful Alpha Kappa Psi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TNMAC,R-003-AlphaKappaPsi-05,28,4,2015-10-01 13:01:15 PDT,,y,1,,,11,,,,B0161VBAWS,,,1,,,B0161VBAWS,,,0,DEFAULT
Alpha Kappa Psi Sterling Silver Skinny Band Ring Size 6,"Beautiful Alpha Kappa Psi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TNNSI,R-003-AlphaKappaPsi-06,28,4,2015-10-01 13:01:16 PDT,,y,1,,,11,,,,B0161VBBTU,,,1,,,B0161VBBTU,,,0,DEFAULT
Alpha Kappa Psi Sterling Silver Skinny Band Ring Size 7,"Beautiful Alpha Kappa Psi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TNPD6,R-003-AlphaKappaPsi-07,28,4,2015-10-01 13:01:17 PDT,,y,1,,,11,,,,B0161VBCLC,,,1,,,B0161VBCLC,,,0,DEFAULT
Alpha Kappa Psi Sterling Silver Skinny Band Ring Size 8,"Beautiful Alpha Kappa Psi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TNR9I,R-003-AlphaKappaPsi-08,28,4,2015-10-01 13:01:19 PDT,,y,1,,,11,,,,B0161VBDGQ,,,1,,,B0161VBDGQ,,,0,DEFAULT
Alpha Kappa Psi Sterling Silver Skinny Band Ring Size 9,"Beautiful Alpha Kappa Psi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TNTCI,R-003-AlphaKappaPsi-09,28,4,2015-10-01 13:01:20 PDT,,y,1,,,11,,,,B0161VBE8S,,,1,,,B0161VBE8S,,,0,DEFAULT
Alpha Omicron Pi Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Omicron Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP56UO,R-003-AlphaOmicronPi-05,28,6,2015-04-24 19:32:12 PDT,,y,1,,,11,,,,B00WNSX0I6,,,1,,,B00WNSX0I6,,,0,DEFAULT
Alpha Omicron Pi Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Omicron Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP59EC,R-003-AlphaOmicronPi-06,28,7,2015-04-24 19:32:14 PDT,,y,1,,,11,,,,B00WNSX1K8,,,1,,,B00WNSX1K8,,,0,DEFAULT
Alpha Omicron Pi Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Omicron Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5BVI,R-003-AlphaOmicronPi-07,28,8,2015-04-24 19:32:16 PDT,,y,1,,,11,,,,B00WNSX2K2,,,1,,,B00WNSX2K2,,,0,DEFAULT
Alpha Omicron Pi Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Omicron Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5G86,R-003-AlphaOmicronPi-08,28,6,2015-04-24 19:32:18 PDT,,y,1,,,11,,,,B00WNSX3VK,,,1,,,B00WNSX3VK,,,0,DEFAULT
Alpha Omicron Pi Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Omicron Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5J60,R-003-AlphaOmicronPi-09,28,3,2015-04-24 19:32:20 PDT,,y,1,,,11,,,,B00WNSX4Z0,,,1,,,B00WNSX4Z0,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p> <p>Select ring size in drop down bar! </p>",0220QE1WJSI,R-003-AlphaPhi-05,28,15,2016-02-19 17:27:48 PST,,y,1,,,11,,,,B01BZKJCC0,,,1,,,B01BZKJCC0,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p> <p>Select ring size in drop down bar! </p>",0220QE1WO7O,R-003-AlphaPhi-06,28,15,2016-02-19 17:27:50 PST,,y,1,,,11,,,,B01BZKJE2I,,,1,,,B01BZKJE2I,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p> <p>Select ring size in drop down bar! </p>",0220QE1WS4I,R-003-AlphaPhi-07,28,15,2016-02-19 17:27:51 PST,,y,1,,,11,,,,B01BZKJFZY,,,1,,,B01BZKJFZY,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p> <p>Select ring size in drop down bar! </p>",0220QE1WVUO,R-003-AlphaPhi-08,28,15,2016-02-19 17:27:52 PST,,y,1,,,11,,,,B01BZKJHM0,,,1,,,B01BZKJHM0,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p> <p>Select ring size in drop down bar! </p>",0220QE1WYP6,R-003-AlphaPhi-09,28,15,2016-02-19 17:27:53 PST,,y,1,,,11,,,,B01BZKJIZG,,,1,,,B01BZKJIZG,,,0,DEFAULT
Alpha Phi Sterling Silver Skinny Band Ring,"<p>Beautiful Alpha Phi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.</p>  <p>Select ring size in drop down bar! </p>",0220QE1WFA0,R-003-AlphaPhi-P,28,15,2016-02-19 17:27:47 PST,,y,1,,,11,,,,B01BZKJASG,,,1,,,B01BZKJASG,,,0,DEFAULT
Alpha Phi Omega Sterling Silver Wide-Band Ring (5),"Beautiful Alpha Phi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0423PRXZPJ0,R-003-AlphaPhiOmega-05,28,5,2015-04-22 17:03:30 PDT,,y,1,,,11,,,,B00WJ4GDEW,,,1,,,B00WJ4GDEW,,,0,DEFAULT
Alpha Phi Omega Sterling Silver Wide-Band Ring (6.0),"Beautiful Alpha Phi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3T3C0,R-003-AlphaPhiOmega-06,28,5,2013-03-03 16:33:37 PST,,y,1,,,11,,,,B00BOD7UTG,,,1,,,B00BOD7UTG,,,0,DEFAULT
Alpha Phi Omega Sterling Silver Wide-Band Ring (7.0),"Beautiful Alpha Phi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3T5MI,R-003-AlphaPhiOmega-07,28,5,2013-03-03 16:33:39 PST,,y,1,,,11,,,,B00BOD7V18,,,1,,,B00BOD7V18,,,0,DEFAULT
Alpha Phi Omega Sterling Silver Wide-Band Ring (8.0),"Beautiful Alpha Phi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3T8TI,R-003-AlphaPhiOmega-08,28,1,2013-03-03 16:33:40 PST,,y,1,,,11,,,,B00BOD7V86,,,1,,,B00BOD7V86,,,0,DEFAULT
Alpha Sigma Alpha Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Sigma Alpha sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5Q2C,R-003-AlphaSigmaAlpha-05,28,3,2015-04-24 19:32:24 PDT,,y,1,,,11,,,,B00WNSX7RU,,,1,,,B00WNSX7RU,,,0,DEFAULT
Alpha Sigma Alpha Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Sigma Alpha sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5UAU,R-003-AlphaSigmaAlpha-06,28,7,2015-04-24 19:32:26 PDT,,y,1,,,11,,,,B00WNSX8WE,,,1,,,B00WNSX8WE,,,0,DEFAULT
Alpha Sigma Alpha Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Sigma Alpha sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP5Z2I,R-003-AlphaSigmaAlpha-07,28,5,2015-04-24 19:32:28 PDT,,y,1,,,11,,,,B00WNSXALS,,,1,,,B00WNSXALS,,,0,DEFAULT
Alpha Sigma Alpha Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Sigma Alpha sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP61KI,R-003-AlphaSigmaAlpha-08,28,5,2015-04-24 19:32:31 PDT,,y,1,,,11,,,,B00WNSXBUS,,,1,,,B00WNSXBUS,,,0,DEFAULT
Alpha Sigma Alpha Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Sigma Alpha sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP64J6,R-003-AlphaSigmaAlpha-09,28,3,2015-04-24 19:32:33 PDT,,y,1,,,11,,,,B00WNSXD6U,,,1,,,B00WNSXD6U,,,0,DEFAULT
Alpha Sigma Tau Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Sigma Tau sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6A86,R-003-AlphaSigmaTau-05,28,3,2015-04-24 19:32:37 PDT,,y,1,,,11,,,,B00WNSXFMC,,,1,,,B00WNSXFMC,,,0,DEFAULT
Alpha Sigma Tau Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Sigma Tau sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6DU6,R-003-AlphaSigmaTau-06,28,4,2015-04-24 19:32:39 PDT,,y,1,,,11,,,,B00WNSXH4I,,,1,,,B00WNSXH4I,,,0,DEFAULT
Alpha Sigma Tau Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Sigma Tau sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6FMC,R-003-AlphaSigmaTau-07,28,4,2015-04-24 19:32:41 PDT,,y,1,,,11,,,,B00WNSXI88,,,1,,,B00WNSXI88,,,0,DEFAULT
Alpha Sigma Tau Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Sigma Tau sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6JSC,R-003-AlphaSigmaTau-08,28,3,2015-04-24 19:32:43 PDT,,y,1,,,11,,,,B00WNSXJJ6,,,1,,,B00WNSXJJ6,,,0,DEFAULT
Alpha Sigma Tau Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Sigma Tau sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6LOO,R-003-AlphaSigmaTau-09,28,5,2015-04-24 19:32:45 PDT,,y,1,,,11,,,,B00WNSXKS6,,,1,,,B00WNSXKS6,,,0,DEFAULT
Alpha Xi Delta Sterling Silver Skinny Band Ring (5.0),"Beautiful Alpha Xi Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6VI0,R-003-AlphaXiDelta-05,28,3,2015-04-24 19:32:49 PDT,,y,1,,,11,,,,B00WNSXOSC,,,1,,,B00WNSXOSC,,,0,DEFAULT
Alpha Xi Delta Sterling Silver Skinny Band Ring (6.0),"Beautiful Alpha Xi Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP6Z0O,R-003-AlphaXiDelta-06,28,6,2015-04-24 19:32:53 PDT,,y,1,,,11,,,,B00WNSXQ4Y,,,1,,,B00WNSXQ4Y,,,0,DEFAULT
Alpha Xi Delta Sterling Silver Skinny Band Ring (7.0),"Beautiful Alpha Xi Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP73BO,R-003-AlphaXiDelta-07,28,2,2015-04-24 19:32:55 PDT,,y,1,,,11,,,,B00WNSXRIY,,,1,,,B00WNSXRIY,,,0,DEFAULT
Alpha Xi Delta Sterling Silver Skinny Band Ring (8.0),"Beautiful Alpha Xi Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP74D6,R-003-AlphaXiDelta-08,28,3,2015-04-24 19:32:57 PDT,,y,1,,,11,,,,B00WNSXSSS,,,1,,,B00WNSXSSS,,,0,DEFAULT
Alpha Xi Delta Sterling Silver Skinny Band Ring (9.0),"Beautiful Alpha Xi Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP77V0,R-003-AlphaXiDelta-09,28,2,2015-04-24 19:32:59 PDT,,y,1,,,11,,,,B00WNSXU90,,,1,,,B00WNSXU90,,,0,DEFAULT
Chi Omega Sterling Silver Skinny-Band Ring (5.0),"Beautiful Chi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3X2JU,R-003-ChiOmega-05,28,8,2013-03-03 16:34:44 PST,,y,1,,,11,,,,B00BOD84KU,,,1,,,B00BOD84KU,,,0,DEFAULT
Chi Omega Sterling Silver Skinny-Band Ring (6.0),"Beautiful Chi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3X9JI,R-003-ChiOmega-06,28,10,2013-03-03 16:34:46 PST,,y,1,,,11,,,,B00BOD84SM,,,1,,,B00BOD84SM,,,0,DEFAULT
Chi Omega Sterling Silver Skinny-Band Ring (7.0),"Beautiful Chi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3XCRC,R-003-ChiOmega-07,28,9,2013-03-03 16:34:49 PST,,y,1,,,11,,,,B00BOD859U,,,1,,,B00BOD859U,,,0,DEFAULT
Chi Omega Sterling Silver Skinny-Band Ring (8.0),"Beautiful Chi Omega sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3XFEC,R-003-ChiOmega-08,28,1,2013-03-03 16:34:51 PST,,y,1,,,11,,,,B00BOD85J0,,,1,,,B00BOD85J0,,,0,DEFAULT
Delta Delta Delta Sterling Silver Skinny Band Ring (5.0),"Beautiful Delta Delta Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3ZCHU,R-003-DeltaDeltaDelta-05,28,10,2013-03-03 16:35:23 PST,,y,1,,,11,,,,B00BOD8A7W,,,1,,,B00BOD8A7W,,,0,DEFAULT
Delta Delta Delta Sterling Silver Skinny Band Ring (6.0),"Beautiful Delta Delta Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3ZGGC,R-003-DeltaDeltaDelta-06,28,10,2013-03-03 16:35:25 PST,,y,1,,,11,,,,B00BOD8AHM,,,1,,,B00BOD8AHM,,,0,DEFAULT
Delta Delta Delta Sterling Silver Skinny Band Ring (7.0),"Beautiful Delta Delta Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3ZKE0,R-003-DeltaDeltaDelta-07,28,10,2013-03-03 16:35:27 PST,,y,1,,,11,,,,B00BOD8ASQ,,,1,,,B00BOD8ASQ,,,0,DEFAULT
